step,dt,imu_dx,imu_dy,imu_dz,imu_droll,imu_dpitch,imu_dyaw,gnss_x,gnss_y,gnss_z,gt_x,gt_y,gt_z,gt_roll,gt_pitch,gt_yaw
10,0.1,0.8332891593083728,0.29849121615831337,0.006683976341074121,0.0,0.0,0.010670446584758339,0.6517063812986446,-0.9920389616668824,0.12238183150814973,0.8183475448811872,0.299418951500085,0.0036774211466997046,0.0,0.0,0.005876637191662525
11,0.1,0.8365821793587397,0.2981746932084403,0.0073512223201202325,0.0,0.0,0.011730131578665462,0.7788213278425969,0.3829963259625907,1.0840254210756537,0.9020057628170612,0.3292364208209291,0.004412543378711728,0.0,0.0,0.007049650349529072
12,0.1,0.8398649698459912,0.297828153259585,0.008018139390321434,0.0,0.0,0.012787717274956562,1.1145707368561577,0.5524529039950106,0.42878259831654886,0.9859922598016604,0.3590192361468876,0.005214357317743872,0.0,0.0,0.008328422077024729
13,0.1,0.8431366127954995,0.29745163119763657,0.00868469771243281,0.0,0.0,0.01384301440148954,0.8907076862697019,-0.0762850362050016,-0.5100783053599303,1.0703059210812103,0.38876439926665124,0.0060828270889871534,0.0,0.0,0.009712723517173684
14,0.1,0.8463961933498494,0.2970451649267586,0.00935086746326058,0.0,0.0,0.01489583409569904,1.6918220798126717,0.7716558015961437,-0.3356646164482673,1.1549455404161952,0.4184689157593271,0.007017913835313212,0.0,0.0,0.011202306926743587
15,0.1,0.8496428000246627,0.29660879536557333,0.010016618836996442,0.0,0.0,0.01594598793839647,2.0467965432600375,0.5771618318165223,-0.9301332943758318,1.2399098204186616,0.4481297952958844,0.008019575719012855,0.0,0.0,0.012796905720583234
16,0.1,0.8528755249634785,0.29614256644304254,0.010681922046551148,0.0,0.0,0.016993287987490672,1.7493126487292159,0.3801040770589649,-0.92107350929989,1.3251973729150095,0.47774405194018865,0.00908776792366797,0.0,0.0,0.014496234519332301
17,0.1,0.8560934641916187,0.29564652509404493,0.011346747324887238,0.0,0.0,0.01803754681162322,1.7716461114169184,0.26593714206332925,-0.26441737926027714,1.4108067193341713,0.5073087044495932,0.010222442656156693,0.0,0.0,0.016299989200494622
18,0.1,0.8592957178689697,0.29512072125465166,0.012011064926350882,0.0,0.0,0.019078577523712302,1.9096634327157154,-0.9979269309662708,-0.882686607148557,1.4967362911210684,0.5368207765750583,0.01142354914879178,0.0,0.0,0.018207846952865852
19,0.1,0.8624813905416064,0.29456520785709894,0.01267484512800276,0.0,0.0,0.02011619381439919,1.2858203089821405,0.7406918001606952,-0.4528840648592886,1.5829844301752292,0.5662772973607683,0.012691033661592056,0.0,0.0,0.020219466334305772
20,0.1,0.8656495913921896,0.29398004082445967,0.013338058230947926,0.0,0.0,0.021150209985391365,0.9718473213679729,-0.14102085912593776,-0.06808036822846622,1.6695493893144482,0.5956753014432142,0.014024839484686849,0.0,0.0,0.022334487332844908
21,0.1,0.8687994344890679,0.2933652790650135,0.014000674561664601,0.0,0.0,0.022180440982696187,2.2289432840818706,-0.38998964971878136,-1.440840399533601,1.756429332763355,0.6250118293497156,0.015424906940853309,0.0,0.0,0.02455253143111453
22,0.1,0.8719300390340136,0.29272098446631667,0.014662664473331827,0.0,0.0,0.023206702429739354,1.6354590126885034,0.38687123576072224,-0.6193951468608727,1.8436223366667563,0.6542839277963473,0.016891173388186492,0.0,0.0,0.026873201674088465
23,0.1,0.8750405296085209,0.292047221888972,0.015323998347155927,0.0,0.0,0.02422881066036208,2.359346325673077,1.246730760701634,-0.3764937244959857,1.9311263896276085,0.6834886499852445,0.018423573222902084,0.0,0.0,0.029296082740124674
24,0.1,0.8781300364186023,0.29134405916009903,0.015984646593695702,0.0,0.0,0.025246582751691112,1.7778234078252295,1.1116434958820083,-0.2804267964950769,2.0189393932694686,0.7126230559012544,0.020022037882271655,0.0,0.0,0.03182074101529379
25,0.1,0.8811976955380114,0.29061156706650637,0.01664457965418634,0.0,0.0,0.026259836556875787,1.1248580947936808,0.694386441240156,-0.6112762584960493,2.1070591628232695,0.7416842126079051,0.02168649584769029,0.0,0.0,0.034446724670981366
26,0.1,0.8842426491498239,0.2898498193475653,0.017303768001861924,0.0,0.0,0.027268390737686145,2.4231794635661283,0.4170474600218185,-0.10898969347211776,2.195483427738252,0.7706691945426616,0.023416872647876483,0.0,0.0,0.03717356374474998
27,0.1,0.8872640457863112,0.2890588926877868,0.017962182143276526,0.0,0.0,0.028272064796966367,2.6477991664878373,0.7122017161710328,-0.41859826189008054,2.2842098323168827,0.7995750838114403,0.025213090862204135,0.0,0.0,0.04000077022444661
28,0.1,0.8902610405670393,0.2882388667091015,0.018619792619623803,0.0,0.0,0.029270679110937656,1.668716107123304,2.033147959930501,0.8017010946706615,2.3732359363735864,0.8283989704823504,0.027075070124166517,0.0,0.0,0.04292783813554038
29,0.1,0.8932327954351232,0.2873898239628442,0.01927657000805504,0.0,0.0,0.030264054961344843,1.4100022808265131,0.12043314993123355,0.43781115697820494,2.4625592159170986,0.8571379528786349,0.02900272712497202,0.0,0.0,0.045954243631674864
30,0.1,0.8961784793915764,0.28651184992144385,0.01993248492299559,0.0,0.0,0.03125201456744091,2.140321670076631,0.8964035266862093,0.600804089225713,2.552177063856256,0.8857891378707793,0.03099597561727158,0.0,0.0,0.04907944508841895
31,0.1,0.8990972687276835,0.28560503296981876,0.020587508017459663,0.0,0.0,0.03223438111780377,2.7322391620272586,0.8238981772511755,-0.29846471427905785,2.6420867907290244,0.9143496411677612,0.03305472641901755,0.0,0.0,0.05230288320019933
32,0.1,0.9019883472553373,0.28466946439647917,0.021241609984363342,0.0,0.0,0.03321097880197951,2.6717898018165798,1.2134955687401305,1.249515507953118,2.732285625454558,0.942816587607409,0.03517888741745388,0.0,0.0,0.05562398108039728
33,0.1,0.9048509065352706,0.28370523838433703,0.021894761557835866,0.0,0.0,0.034181632841946565,3.5682728949390987,0.8315741914814234,0.678963643621298,2.822770716108085,0.9711871114458428,0.03736836357323747,0.0,0.0,0.05904214436459194
34,0.1,0.9076841461031225,0.2827124520012251,0.022546933514529025,0.0,0.0,0.03514616952339502,2.9955388051105634,-0.03750980153260686,-0.035032997473447285,2.913539130718397,0.9994583566459653,0.03962305692469038,0.0,0.0,0.06255676131693144
35,0.1,0.9104872736932739,0.28169120519012486,0.023198096674924697,0.0,0.0,0.03610441622681569,3.7008688642793817,0.6101735394937933,0.6971361644008945,3.0045878580877243,1.0276274771649778,0.04194286659218285,0.0,0.0,0.066167202939613
36,0.1,0.9132595054603903,0.28064160075910544,0.02384822190464038,0.0,0.0,0.037056201458393154,2.881235758467808,1.0742346055961562,-0.789477010710751,3.0959138086337634,1.0556916372408884,0.04432768878264688,0.0,0.0,0.06987282308545233
37,0.1,0.9160000661986114,0.2795637443709742,0.02449728011573272,0.0,0.0,0.038001354880697294,4.636638819089124,1.401054061499681,0.752678277652699,3.1875138152536246,1.0836480116779859,0.04677741679422015,0.0,0.0,0.07367295857352206
38,0.1,0.9187081895583228,0.2784577445326395,0.025145242267998993,0.0,0.0,0.03893970734316807,2.9624881242009486,0.08711054815705044,0.8974179409012769,3.279384634209457,1.1114937861312497,0.04929194102102005,0.0,0.0,0.07756692930783887
39,0.1,0.9213831182604526,0.2773237125841873,0.025792079370276406,0.0,0.0,0.03987109091238764,2.8732177043048104,2.2956628887118598,-0.06790037189711026,3.371522946035502,1.1392261573896685,0.051871148958047696,0.0,0.0,0.08155403839907764
40,0.1,0.924024104308231,0.27616176268767323,0.026437762481739208,0.0,0.0,0.040795338902134874,4.6010968642572445,0.6565235806772245,-1.180277257575441,3.463925356466325,1.1668423336584357,0.054514925206221615,0.0,0.0,0.08563357228929112
41,0.1,0.9266304091963549,0.2749720118156291,0.02708226271319359,0.0,0.0,0.041712285903216476,4.045251743975466,1.1467053776863145,0.0553186862842788,3.5565883973859607,1.1943395348399986,0.05722315147754097,0.0,0.0,0.08980480087961278
42,0.1,0.9292013041174972,0.2737545797392883,0.027725551228370234,0.0,0.0,0.042621767813069714,4.383603969643037,0.6042079689445394,-0.8462455131153616,3.6495085277977104,1.2217149928139275,0.05999570660037799,0.0,0.0,0.09406697766091975
43,0.1,0.9317360701661058,0.2725095890165278,0.028367599245214495,0.0,0.0,0.0435236218651312,2.9247764547146406,0.07144931256234366,-1.2032030118587067,3.742682134814321,1.2489659517155802,0.06283246652489945,0.0,0.0,0.09841933984743287
44,0.1,0.9342339985394319,0.27123716497953076,0.029008378037174196,0.0,0.0,0.0444176866579666,2.936438276694733,0.5942871118464423,-0.25552128852635597,3.836105534668264,1.2760896682135332,0.06573330432861686,0.0,0.0,0.10286110851322953
45,0.1,0.9366943907357351,0.2699374357221693,0.029647858934484884,0.0,0.0,0.04530380218415611,3.079722429472284,1.198317210712525,0.58057092093284,3.929774973741838,1.3030834117857502,0.06869809022206536,0.0,0.0,0.10739148873164514
46,0.1,0.9391165587496068,0.2686105320871095,0.0302860133254526,0.0,0.0,0.04618180985893029,3.847469130939701,1.5956903536901792,-0.5984119418322253,4.023686629616798,1.3299444649944612,0.07172669155461062,0.0,0.0,0.11200966971753817
47,0.1,0.9414998252643585,0.2672565876526394,0.030922812657734,0.0,0.0,0.047051552548551465,4.283838208234422,1.639565670060395,-0.42792340964098136,4.117836612143234,1.3566701237597252,0.07481897282038402,0.0,0.0,0.11671482497239333
48,0.1,0.9438435238414221,0.2658757387192218,0.03155822843961389,0.0,0.0,0.04791287459843531,3.0815518688092256,1.1850702463261893,-0.004417384131200186,4.2122209645273765,1.3832576976316473,0.07797479566434541,0.0,0.0,0.12150611243223686
49,0.1,0.9461469991067074,0.2644681242957734,0.032192232241279935,0.0,0.0,0.0487656218610078,5.218219739373579,1.0299048760268257,1.1214560954005783,4.306835664438047,1.4097045100612247,0.0811940188884734,0.0,0.0,0.12638267461833763
50,0.1,0.9484096069338658,0.26303388608567013,0.032824795696094734,0.0,0.0,0.04960964172329239,2.6231492262672735,1.1091621055801508,-0.3752940555203313,4.401676625131434,1.4360078986697917,0.08447649845808287,0.0,0.0,0.13134363879066688
51,0.1,0.9506307146244092,0.26157316847248285,0.03345589050186496,0.0,0.0,0.05044478313422261,4.10847595427857,0.9672246901129236,-0.07488065077350475,4.496739696593875,1.46216521551704,0.08782208750826936,0.0,0.0,0.13638811710408913
52,0.1,0.9528097010846327,0.2600861185054417,0.03408548842210768,0.0,0.0,0.05127089663167511,5.5995661206878085,1.2501865933508085,0.7828481815006214,4.592020666702338,1.4881738273675842,0.09123063635048013,0.0,0.0,0.14151520676725665
53,0.1,0.9549459569992931,0.2585728858846332,0.03471356128731371,0.0,0.0,0.052087834369218315,4.486954971173719,1.4542286125916621,-1.6857664532764685,4.687515262402267,1.5140311159560476,0.0947019924792115,0.0,0.0,0.14672399020417848
54,0.1,0.9570388850019922,0.25703362294592974,0.03534008099620796,0.0,0.0,0.052895450142571965,4.707416438175032,1.8225498171981753,-0.8258859671547478,4.783219150902466,1.5397344782506406,0.0982360005788323,0.0,0.0,0.15201353521843566
55,0.1,0.959087899842221,0.2554684846456543,0.03596501951700676,0.0,0.0,0.05369359941577273,4.318905074263538,0.8360158652684192,1.4284358619112152,4.879127940886688,1.565281326715206,0.10183250253053298,0.0,0.0,0.15738289516001294
56,0.1,0.9610924285490138,0.253877628544981,0.036588348888672066,0.0,0.0,0.054482139347041283,4.156801274959827,0.9511935572230646,-1.9121523658795279,4.97523718374159,1.590669089569704,0.10549133741940019,0.0,0.0,0.16283110909471707
57,0.1,0.9630519105911697,0.2522612147940738,0.037210041222162475,0.0,0.0,0.055260928814346154,3.8376105972423886,1.6147925834807362,-0.9191888787599778,5.071542374800707,1.6158952110491114,0.10921234154161644,0.0,0.0,0.16835720197615167
58,0.1,0.9649657980339956,0.2506194061159638,0.037830068701681055,0.0,0.0,0.05602982844065979,3.1140047738705414,1.2924028148909075,0.03491173767329954,5.168038954604106,1.6409571516607078,0.11299534841178455,0.0,0.0,0.17396018482021766
59,0.1,0.9668335556925263,0.2489523677901685,0.03844840358591985,0.0,0.0,0.05678870061890237,5.299598550002598,1.7702853809678216,-0.4535219500828476,5.264722310173359,1.6658523884397247,0.11684018877037654,0.0,0.0,0.1796390548821079
60,0.1,0.968654661281179,0.24726026763605308,0.03906501820930114,0.0,0.0,0.05753740953656882,7.145727459540542,1.155626285597477,0.2751267886945416,5.3615877763014765,1.69057841520333,0.12074669059130665,0.0,0.0,0.1853927958357648
61,0.1,0.9704286055598026,0.24554327599593623,0.0396798849832152,0.0,0.0,0.05827582120003464,4.430378167320509,1.1349351257822646,-1.080913407138316,5.458630636857457,1.7151327428029237,0.12471467908962816,0.0,0.0,0.19122037795576827
62,0.1,0.9721548924760763,0.2438015657179418,0.040292976397254716,0.0,0.0,0.05900380345853628,5.55356004092458,1.3130243019159744,-0.7141760641078664,5.555846126105065,1.739512899374718,0.12874397672935364,0.0,0.0,0.1971207583016219
63,0.1,0.973833039304223,0.24203531213859847,0.04090426502044561,0.0,0.0,0.059721226027821636,4.119091657191868,1.994975623881397,0.5494342042764996,5.653229430035487,1.7637164305885777,0.1328344032313982,0.0,0.0,0.20309288090440406
64,0.1,0.9754625767799944,0.2402446930651887,0.0415137235024744,0.0,0.0,0.06042796051346655,6.180592200593461,1.5812909868277591,0.4717570233485123,5.750775687713486,1.7877408998950965,0.13698577558164562,0.0,0.0,0.20913567695575072
65,0.1,0.9770430492318927,0.23842988875784898,0.042121324574911884,0.0,0.0,0.06112388043385306,6.3362496827233015,2.0245001641139844,0.9949683716277946,5.848479992636675,1.8115838887708815,0.14119790803913682,0.0,0.0,0.21524806499913604
66,0.1,0.9785740147085914,0.23659108191142333,0.042727041052433204,0.0,0.0,0.06180886124280537,5.7005529069157586,1.8465736633354293,-1.0328051735988333,5.946337394107535,1.8352429969620239,0.14547061214438015,0.0,0.0,0.22142895112341657
67,0.1,0.9800550451025187,0.2347284576370713,0.04333084583403416,0.0,0.0,0.06248278035187939,7.3657904370863765,1.2194281564078449,0.25764306491309463,6.044342898617787,1.858715842725731,0.14980369672778357,0.0,0.0,0.2276772291586045
68,0.1,0.9814857262695709,0.23284220344363332,0.043932711904243776,0.0,0.0,0.06314551715230192,6.465179196910128,1.2098139011577125,0.0174105259000657,6.142491471244744,1.8820000630700944,0.15419696791820794,0.0,0.0,0.23399178087383468
69,0.1,0.9828656581449198,0.23093250921875405,0.044532612334333005,0.0,0.0,0.06379695303655555,6.612724979708168,1.7386701741806505,-0.1504324842543701,6.240778037059236,1.9050933139919697,0.15865022915164123,0.0,0.0,0.24037147617749025
70,0.1,0.984194454854884,0.22899956720976677,0.04513052028351962,0.0,0.0,0.06443697141960548,6.022537364030247,1.341779358822568,-0.04737081438414456,6.339197482544725,1.9279932707129463,0.16316328117999318,0.0,0.0,0.2468151733194508
71,0.1,0.9854717448248325,0.22704357200433978,0.04572640900016907,0.0,0.0,0.06506545775976419,6.599967297659337,2.176375640562116,0.8372359908890704,6.437744657027208,1.9506976279133803,0.1677359220800101,0.0,0.0,0.2533217190954272
72,0.1,0.9866971708830875,0.22506472051088766,0.04632025182299144,0.0,0.0,0.06568229957919057,6.487214899858149,1.5354313470467809,0.6740135067700528,6.536414374115517,1.973204099964469,0.17236794726230922,0.0,0.0,0.2598899490533463
73,0.1,0.9878703903608027,0.22306321193874845,0.04691202218223432,0.0,0.0,0.06628738648401972,6.798049553654787,2.611550387570244,0.2313338691703669,6.635201413151597,1.9955104211583439,0.17705914948053267,0.0,0.0,0.26651868770174825
74,0.1,0.9889910751877835,0.22103924777812953,0.047501693600871614,0.0,0.0,0.06688061018411964,7.029725032126256,2.2169309509909354,0.6165373144396508,6.734100520670375,2.0176143459361566,0.18180931884061982,0.0,0.0,0.2732067487201602
75,0.1,0.9900589119842268,0.21899303177982382,0.04808923969578814,0.0,0.0,0.0674618645124716,6.088903249527119,1.8983256623800397,0.24328673583302457,6.833106411868798,2.039513649114139,0.18661824281019865,0.0,0.0,0.27995293517140735
76,0.1,0.9910736021483515,0.21692476993469814,0.048674634178960084,0.0,0.0,0.06803104544417035,8.052566260744578,1.9449026107810954,0.44311186740506137,6.9322137720836325,2.0612061261076087,0.19148570622809466,0.0,0.0,0.28675603971582436
77,0.1,0.992034861939898,0.21483467045295654,0.049257850858631165,0.0,0.0,0.06858805111504115,6.842299263824136,0.5884534548183165,0.9930913554398094,7.031417258277623,2.0826895931529044,0.19641149131395777,0.0,0.0,0.29361484482732847
78,0.1,0.9929424225594702,0.2127229437431797,0.04983886364048455,0.0,0.0,0.06913278183986996,7.534441617458765,2.9026861847317766,-0.8053279199559495,7.13071150053357,2.1039618875272224,0.20139537767800622,0.0,0.0,0.3005281230113155
79,0.1,0.9937960302237017,0.21058980239114358,0.050417646528810325,0.0,0.0,0.06966514013024376,7.361004532030469,2.1815896998649467,-0.942829863053829,7.2300911035559405,2.1250208677663367,0.20643714233088725,0.0,0.0,0.3074946370243399
80,0.1,0.9945954462362208,0.20843546113841824,0.050994173627668594,0.0,0.0,0.07018503071199772,7.5874936866838105,1.660592627441722,0.4871094105770192,7.329550648179563,2.1458644138801786,0.21153655969365412,0.0,0.0,0.31451314009553966
81,0.1,0.9953404470543982,0.20626013686075026,0.051568419142048155,0.0,0.0,0.07069236054226598,6.214830832197788,1.4916698031609645,-0.33877909902593445,7.429084692885002,2.1664904275662535,0.21669340160785894,0.0,0.0,0.32158237614976626
82,0.1,0.9960308243518571,0.20406404854622986,0.0521403573790206,0.0,0.0,0.07118703882613323,6.408590563808226,2.1609644706069697,1.0643063211829078,7.528687775320188,2.1868968324208766,0.221907437345761,0.0,0.0,0.3287010800323796
83,0.1,0.9966663850767271,0.2018474172732457,0.052709962748889866,0.0,0.0,0.07166897703288391,7.550760338438453,2.5793331194951366,1.182559965742204,7.628354413827861,2.207081574148201,0.22717843362065,0.0,0.0,0.33586797773566796
84,0.1,0.9972469515056288,0.199610466188229,0.053277209766337146,0.0,0.0,0.0721380889118463,8.048384699804362,1.9057559083621372,-1.159071834645891,7.728079108978424,2.227042620767024,0.23250615459728372,0.0,0.0,0.34308178662685257
85,0.1,0.9977723612933704,0.19735342048318952,0.05384207305156124,0.0,0.0,0.07259429050782834,8.009027849793789,1.9575401660539598,-0.14065094155240182,7.827856345107761,2.246777962815343,0.23789036190243984,0.0,0.0,0.35034121567763543
86,0.1,0.9982424675183446,0.19507650737304588,0.054404527331414,0.0,0.0,0.07303750017614291,8.369972630930178,2.5847496570373,-0.904209503970369,7.927680591859596,2.2662856135526472,0.24333081463558123,0.0,0.0,0.35764496569524973
87,0.1,0.9986571387236128,0.19277995607275178,0.054964547440531156,0.0,0.0,0.07346763859721939,8.13522533861578,2.0010690085683667,0.7813054678932521,8.027546305731956,2.2855636091599223,0.24882726937963434,0.0,0.0,0.36499172955497167
88,0.1,0.9990162589536653,0.19046399777422127,0.055522108322458255,0.0,0.0,0.07388462879079921,8.053356496236168,2.8871942893902967,-0.26391056497587717,8.127447931627323,2.3046100089373445,0.25437948021188017,0.0,0.0,0.37238019243405157
89,0.1,0.9993197277868451,0.1881288656230548,0.05607718503077175,0.0,0.0,0.07428839612971273,7.8922111560687,1.8887233068122025,0.07541778799920046,8.227379904406007,2.32342289549965,0.25998719871495735,0.0,0.0,0.3798090320470228
90,0.1,0.9995674603634299,0.1857747946950687,0.05662975273019514,0.0,0.0,0.07467886835323499,8.101065814482494,3.1084062953029576,-0.474329028128025,8.32733665044235,2.3420003749691567,0.26565017398797686,0.0,0.0,0.38727691888234633
91,0.1,0.9997593874093614,0.1834020219726302,0.057179786697710136,0.0,0.0,0.07505597558001785,8.427124308137488,1.4924065154188193,-0.7874489764260595,8.427312589183286,2.36034057716642,0.2713681526577479,0.0,0.0,0.3947825164403481
92,0.1,0.9998954552556165,0.18101078632080067,0.05772726232366287,0.0,0.0,0.07541965032059654,8.056300459877805,1.2744837756290062,0.34011068143160317,8.527302134708847,2.3784416557985,0.2771408788901142,0.0,0.0,0.4023244814724078
93,0.1,0.9999756258532149,0.17860132846328927,0.058272155112864925,0.0,0.0,0.07576982748946792,8.060369057656859,1.9681243607381618,0.5382039101652463,8.627299697294168,2.396301788644829,0.2829680944014007,0.0,0.0,0.4099014642213546
94,0.1,0.9999998767838587,0.17617389095821953,0.058814440685689334,0.0,0.0,0.07610644441673857,9.747552541075748,1.987599184910413,-1.126437535256598,8.727299684972554,2.4139191777406506,0.28884953846996964,0.0,0.0,0.41751210866302846
95,0.1,0.9999682012662019,0.17372871817371108,0.059354094779161384,0.0,0.0,0.07642944085934059,8.494088245904821,2.3706659599482403,1.0268847322357928,8.827296505099174,2.4312920495580217,0.2947849479478858,0.0,0.0,0.42515505274896254
96,0.1,0.9998806081577458,0.17126605626327954,0.05989109324804414,0.0,0.0,0.07673875901181312,8.843839135257044,1.7828165887849785,0.8907122815245498,8.927284565914949,2.4484186551843496,0.3007740572726902,0.0,0.0,0.43282892865014383
97,0.1,0.9997371219523628,0.1687861531410562,0.06042541206591883,0.0,0.0,0.07703434351664755,9.730244900962775,2.2853782557616444,0.4615160674797581,9.027258278110185,2.4652972704984553,0.30681659847928205,0.0,0.0,0.4405323630018086
98,0.1,0.9995377827734467,0.16628925845683093,0.06095702732625975,0.0,0.0,0.07731614147419459,9.33339321313929,4.233957794851337,-0.14329253275631437,9.12721205638753,2.4819261963441384,0.31291230121190805,0.0,0.0,0.44826397714922805
99,0.1,0.9992826463626936,0.16377562357092004,0.06148591524350397,0.0,0.0,0.07758410245213163,8.902521007316247,2.3935251245947233,0.7831155424531278,9.227140321023798,2.4983037587012302,0.31906089273625843,0.0,0.0,0.45602238739444123
100,0.1,0.9989717840645136,0.16124550152886205,0.06201205215411548,0.0,0.0,0.07783817849448826,9.086803343337035,2.837812831951462,0.918559745140217,9.327037499430249,2.5144283088541166,0.32526209795167,0.0,0.0,0.46380620524389005
101,0.1,0.9986052828060815,0.15869914703594376,0.06253541451764404,0.0,0.0,0.07807832413022898,10.767807619250709,2.3941358443772156,0.08797511203912192,9.426898027710857,2.530298223557711,0.33151563940343437,0.0,0.0,0.47161403765691295
102,0.1,0.9981832450730289,0.15613681643155938,0.06305597891777827,0.0,0.0,0.07830449638139082,9.269066406233309,1.2322314126332563,-0.5059883501114214,9.52671635221816,2.545911905200867,0.3378212372952122,0.0,0.0,0.479444487295052
103,0.1,0.997705788880786,0.153558767663405,0.06357372206339353,0.0,0.0,0.07851665477077498,9.7052824785947,2.641333726213867,2.115044777371744,9.626486931106239,2.5612677819672074,0.34417860950155155,0.0,0.0,0.4872961527721295
104,0.1,0.99717304774158,0.15096526026151122,0.06408862078959389,0.0,0.0,0.07871476132919092,10.561744671384886,3.0880299548069976,1.3464115172533266,9.726204235880397,2.5763643079933587,0.35058747158051096,0.0,0.0,0.4951676289050486
105,0.1,0.9965851706271017,0.14835655531211644,0.06460065205874861,0.0,0.0,0.07889878060225153,9.352051692177335,2.173274939739615,-0.18629428026069478,9.825862752943108,2.5911999635245704,0.35704753678638584,0.0,0.0,0.5030575069652737
106,0.1,0.9959423219268476,0.14573291543138361,0.0651097929615229,0.0,0.0,0.07906867965671827,9.79045940759486,4.076730122792823,0.15749411283063405,9.925456985135792,2.605773255067709,0.36355851608253814,0.0,0.0,0.5109643749309456
107,0.1,0.9952446814021516,0.1430946047389628,0.0656160207179029,0.0,0.0,0.07922442808639515,9.556060491820817,2.627082526013882,0.9298797226301839,10.024981453276007,2.620082715541605,0.37012011815432844,0.0,0.0,0.5188868177395851
108,0.1,0.9944924441359174,0.1404418888314025,0.06611931267821496,0.0,0.0,0.07936599801757037,10.436664719908368,3.208089156530883,-0.4781048190310822,10.124430697689599,2.6341269044247455,0.37673204942214994,0.0,0.0,0.5268234175413421
109,0.1,0.9936858204780675,0.13777503475541225,0.06661964632413897,0.0,0.0,0.07949336411400473,9.604904751000412,2.4707223148296067,0.4325423240862436,10.223799279737406,2.647904407900287,0.38339401405456386,0.0,0.0,0.5347727539527426
110,0.1,0.9928250359867224,0.13509431098097938,0.06711699926971591,0.0,0.0,0.07960650358146609,11.255073426214164,1.7665285380180977,0.8228374990709244,10.323081783336079,2.661413838998385,0.39010571398153543,0.0,0.0,0.5427334043108892
111,0.1,0.9919103313651273,0.1323999873743421,0.06761134926234948,0.0,0.0,0.07970539617180866,10.249150516898478,3.0879909933194027,-0.07106225621493345,10.422272816472592,2.674653837735819,0.39686684890777035,0.0,0.0,0.5507039439280701
112,0.1,0.9909419623943432,0.12969233517082251,0.0681026741838016,0.0,0.0,0.07979002418659677,9.540916419478334,3.497348025721202,0.5949220989707227,10.521367012712027,2.6876230712529012,0.4036771163261505,0.0,0.0,0.5586829463467298
113,0.1,0.9899201998617229,0.12697162694752165,0.06859095205118222,0.0,0.0,0.07986037248027227,9.25925317493373,3.1738780485860056,-0.3000805299676469,10.620359032698198,2.7003202339476533,0.41053621153126874,0.0,0.0,0.566668983594757
114,0.1,0.9888453294851898,0.12423813659587898,0.0690761610179327,0.0,0.0,0.07991642846286515,10.634773083962049,2.6896943352408647,-0.5315409047197561,10.719243565646718,2.712744047607241,0.417443827633062,0.0,0.0,0.5746606264410435
